Sample in Buffer,Sample in Window,TRIGGER,trig[1:0],rxdatak[3:0],rxdata[31:0],DETECT/Q[1:0]
13150,13150,0,3,0,000002ff,3
13151,13151,0,3,0,00004a00,3
13152,13152,0,3,0,00004a4a,3
13153,13153,0,3,0,00004a4a,3
13154,13154,0,3,0,00004a4a,3
13155,13155,0,3,0,00004a4a,3
13156,13156,0,3,2,0000bc4a,3
13157,13157,0,3,3,0000f7f7,3
13158,13158,0,3,0,000002ff,3
13159,13159,0,3,0,00004a00,3
13160,13160,0,3,0,00004a4a,3
13161,13161,0,3,0,00004a4a,3
13162,13162,0,3,0,00004a4a,3
13163,13163,0,3,0,00004a4a,3
13164,13164,0,3,2,0000bc4a,3
13165,13165,0,3,3,0000f7f7,3
13166,13166,0,3,0,000002ff,3
13167,13167,0,3,0,00004a00,3
13168,13168,0,3,0,00004a4a,3
13169,13169,0,3,0,00004a4a,3
13170,13170,0,3,0,00004a4a,3
13171,13171,0,3,0,00004a4a,3
13172,13172,0,3,2,0000bc4a,3
13173,13173,0,3,3,0000f7f7,3
13174,13174,0,3,0,000002ff,3
13175,13175,0,3,0,00004a00,3
13176,13176,0,3,0,00004a4a,3
13177,13177,0,3,0,00004a4a,3
13178,13178,0,3,0,00004a4a,3
13179,13179,0,3,0,00004a4a,3
13180,13180,0,3,2,0000bc4a,3
13181,13181,0,3,3,0000f7f7,3
13182,13182,0,3,0,000002ff,3
13183,13183,0,3,0,00004a00,3
13184,13184,0,3,0,00004a4a,3
13185,13185,0,3,0,00004a4a,3
13186,13186,0,3,0,00004a4a,3
13187,13187,0,3,0,00004a4a,3
13188,13188,0,3,2,0000bc4a,3
13189,13189,0,3,3,0000f7f7,3
13190,13190,0,3,0,000002ff,3
13191,13191,0,3,0,00004a00,3
13192,13192,0,3,0,00004a4a,3
13193,13193,0,3,0,00004a4a,3
13194,13194,0,3,0,00004a4a,3
13195,13195,0,3,0,00004a4a,3
13196,13196,0,3,2,0000bc4a,3
13197,13197,0,3,3,0000f7f7,3
13198,13198,0,3,0,000002ff,3
13199,13199,0,3,0,00004a00,3
13200,13200,0,3,0,00004a4a,3
13201,13201,0,3,0,00004a4a,3
13202,13202,0,3,0,00004a4a,3
13203,13203,0,3,0,00004a4a,3
13204,13204,0,3,2,0000bc4a,3
13205,13205,0,3,3,0000f7f7,3
13206,13206,0,3,0,000002ff,3
13207,13207,0,3,0,00004a00,3
13208,13208,0,3,0,00004a4a,3
13209,13209,0,3,0,00004a4a,3
13210,13210,0,3,0,00004a4a,3
13211,13211,0,3,0,00004a4a,3
13212,13212,0,3,2,0000bc4a,3
13213,13213,0,3,3,0000f7f7,3
13214,13214,0,3,0,000002ff,3
13215,13215,0,3,0,00004a00,3
13216,13216,0,3,0,00004a4a,3
13217,13217,0,3,0,00004a4a,3
13218,13218,0,3,0,00004a4a,3
13219,13219,0,3,0,00004a4a,3
13220,13220,0,3,2,0000bc4a,3
13221,13221,0,3,3,0000f7f7,3
13222,13222,0,3,0,000002ff,3
13223,13223,0,3,0,00004a00,3
13224,13224,0,3,0,00004a4a,3
13225,13225,0,3,0,00004a4a,3
13226,13226,0,3,0,00004a4a,3
13227,13227,0,3,0,00004a4a,3
13228,13228,0,3,2,0000bc4a,3
13229,13229,0,3,3,0000f7f7,3
13230,13230,0,3,0,000002ff,3
13231,13231,0,3,0,00004a00,3
13232,13232,0,3,0,00004a4a,3
13233,13233,0,3,0,00004a4a,3
13234,13234,0,3,0,00004a4a,3
13235,13235,0,3,0,00004a4a,3
13236,13236,0,3,2,0000bc4a,3
13237,13237,0,3,3,0000f7f7,3
13238,13238,0,3,0,000002ff,3
13239,13239,0,3,0,00004a00,3
13240,13240,0,3,0,00004a4a,3
13241,13241,0,3,0,00004a4a,3
13242,13242,0,3,0,00004a4a,3
13243,13243,0,3,0,00004a4a,3
13244,13244,0,3,2,0000bc4a,3
13245,13245,0,3,3,0000f7f7,3
13246,13246,0,3,0,000002ff,3
13247,13247,0,3,0,00004a00,3
13248,13248,0,3,0,00004a4a,3
13249,13249,0,3,0,00004a4a,3
13250,13250,0,3,0,00004a4a,3
13251,13251,0,3,0,00004a4a,3
13252,13252,0,3,2,0000bc4a,3
13253,13253,0,3,3,0000f7f7,3
13254,13254,0,3,0,000002ff,3
13255,13255,0,3,0,00004a00,3
13256,13256,0,3,0,00004a4a,3
13257,13257,0,3,0,00004a4a,3
13258,13258,0,3,0,00004a4a,3
13259,13259,0,3,0,00004a4a,3
13260,13260,0,3,2,0000bc4a,3
13261,13261,0,3,3,0000f7f7,3
13262,13262,0,3,0,000002ff,3
13263,13263,0,3,0,00004a00,3
13264,13264,0,3,0,00004a4a,3
13265,13265,0,3,0,00004a4a,3
13266,13266,0,3,0,00004a4a,3
13267,13267,0,3,0,00004a4a,3
13268,13268,0,3,2,0000bc4a,3
13269,13269,0,3,3,0000f7f7,3
13270,13270,0,3,0,000002ff,3
13271,13271,0,3,0,00004a00,3
13272,13272,0,3,0,00004a4a,3
13273,13273,0,3,0,00004a4a,3
13274,13274,0,3,0,00004a4a,3
13275,13275,0,3,0,00004a4a,3
13276,13276,0,3,2,0000bc4a,3
13277,13277,0,3,3,0000f7f7,3
13278,13278,0,3,0,000002ff,3
13279,13279,0,3,0,00004a00,3
13280,13280,0,3,0,00004a4a,3
13281,13281,0,3,0,00004a4a,3
13282,13282,0,3,0,00004a4a,3
13283,13283,0,3,0,00004a4a,3
13284,13284,0,3,2,0000bc4a,3
13285,13285,0,3,3,00001c1c,3
13286,13286,0,3,3,0000bc1c,3
13287,13287,0,3,3,0000f7f7,3
13288,13288,0,3,0,000002ff,3
13289,13289,0,3,0,00004a00,3
13290,13290,0,3,0,00004a4a,3
13291,13291,0,3,0,00004a4a,3
13292,13292,0,3,0,00004a4a,3
13293,13293,0,3,0,00004a4a,3
13294,13294,0,2,2,0000bc4a,2
13295,13295,0,0,3,0000f7f7,0
13296,13296,0,1,0,000002ff,1
13297,13297,0,3,0,00004a00,3
13298,13298,0,3,0,00004a4a,3
13299,13299,0,3,0,00004a4a,3
13300,13300,0,3,0,00004a4a,3
13301,13301,0,3,0,00004a4a,3
13302,13302,0,3,2,0000bc4a,3
13303,13303,0,3,3,0000f7f7,3
13304,13304,0,3,0,000002ff,3
13305,13305,0,3,0,00004a00,3
13306,13306,0,3,0,00004a4a,3
13307,13307,0,3,0,00004a4a,3
13308,13308,0,3,0,00004a4a,3
13309,13309,0,3,0,00004a4a,3
13310,13310,0,3,2,0000bc4a,3
13311,13311,0,3,3,0000f7f7,3
13312,13312,0,3,0,000002ff,3
13313,13313,0,3,0,00004a00,3
13314,13314,0,3,0,00004a4a,3
13315,13315,0,3,0,00004a4a,3
13316,13316,0,3,0,00004a4a,3
13317,13317,0,3,0,00004a4a,3
13318,13318,0,3,2,0000bc4a,3
13319,13319,0,3,3,0000f7f7,3
13320,13320,0,3,0,000002ff,3
13321,13321,0,3,0,00004a00,3
13322,13322,0,3,0,00004a4a,3
13323,13323,0,3,0,00004a4a,3
13324,13324,0,3,0,00004a4a,3
13325,13325,0,3,0,00004a4a,3
13326,13326,0,3,2,0000bc4a,3
13327,13327,0,3,3,0000f7f7,3
13328,13328,0,3,0,000002ff,3
13329,13329,0,3,0,00004a00,3
13330,13330,0,3,0,00004a4a,3
13331,13331,0,3,0,00004a4a,3
13332,13332,0,3,0,00004a4a,3
13333,13333,0,3,0,00004a4a,3
13334,13334,0,3,2,0000bc4a,3
13335,13335,0,3,3,0000f7f7,3
13336,13336,0,3,0,000002ff,3
13337,13337,0,3,0,00004a00,3
13338,13338,0,3,0,00004a4a,3
13339,13339,0,3,0,00004a4a,3
13340,13340,0,3,0,00004a4a,3
13341,13341,0,3,0,00004a4a,3
13342,13342,0,3,2,0000bc4a,3
13343,13343,0,3,3,0000f7f7,3
13344,13344,0,3,0,000002ff,3
13345,13345,0,3,0,00004a00,3
13346,13346,0,3,0,00004a4a,3
13347,13347,0,3,0,00004a4a,3
13348,13348,0,3,0,00004a4a,3
13349,13349,0,3,0,00004a4a,3
13350,13350,0,3,2,0000bc4a,3
13351,13351,0,3,3,0000f7f7,3
13352,13352,0,3,0,000002ff,3
13353,13353,0,3,0,00004a00,3
13354,13354,0,3,0,00004a4a,3
13355,13355,0,3,0,00004a4a,3
13356,13356,0,3,0,00004a4a,3
13357,13357,0,3,0,00004a4a,3
13358,13358,0,3,2,0000bc4a,3
13359,13359,0,3,3,0000f7f7,3
13360,13360,0,3,0,000002ff,3
13361,13361,0,3,0,00004a00,3
13362,13362,0,3,0,00004a4a,3
13363,13363,0,3,0,00004a4a,3
13364,13364,0,3,0,00004a4a,3
13365,13365,0,3,0,00004a4a,3
13366,13366,0,3,2,0000bc4a,3
13367,13367,0,3,3,0000f7f7,3
13368,13368,0,3,0,000002ff,3
13369,13369,0,3,0,00004a00,3
13370,13370,0,3,0,00004a4a,3
13371,13371,0,3,0,00004a4a,3
13372,13372,0,3,0,00004a4a,3
13373,13373,0,3,0,00004a4a,3
13374,13374,0,3,2,0000bc4a,3
13375,13375,0,3,3,0000f7f7,3
13376,13376,0,3,0,000002ff,3
13377,13377,0,3,0,00004a00,3
13378,13378,0,3,0,00004a4a,3
13379,13379,0,3,0,00004a4a,3
13380,13380,0,3,0,00004a4a,3
13381,13381,0,3,0,00004a4a,3
13382,13382,0,3,2,0000bc4a,3
13383,13383,0,3,3,0000f7f7,3
13384,13384,0,3,0,000002ff,3
13385,13385,0,3,0,00004a00,3
13386,13386,0,3,0,00004a4a,3
13387,13387,0,3,0,00004a4a,3
13388,13388,0,3,0,00004a4a,3
13389,13389,0,3,0,00004a4a,3
13390,13390,0,3,2,0000bc4a,3
13391,13391,0,3,3,0000f7f7,3
13392,13392,0,3,0,000002ff,3
13393,13393,0,3,0,00004a00,3
13394,13394,0,3,0,00004a4a,3
13395,13395,0,3,0,00004a4a,3
13396,13396,0,3,0,00004a4a,3
13397,13397,0,3,0,00004a4a,3
13398,13398,0,3,2,0000bc4a,3
13399,13399,0,3,3,0000f7f7,3
13400,13400,0,3,0,000002ff,3
13401,13401,0,3,0,00004a00,3
13402,13402,0,3,0,00004a4a,3
13403,13403,0,3,0,00004a4a,3
13404,13404,0,3,0,00004a4a,3
13405,13405,0,3,0,00004a4a,3
13406,13406,0,3,2,0000bc4a,3
13407,13407,0,3,3,0000f7f7,3
13408,13408,0,3,0,000002ff,3
13409,13409,0,3,0,00004a00,3
13410,13410,0,3,0,00004a4a,3
13411,13411,0,3,0,00004a4a,3
13412,13412,0,3,0,00004a4a,3
13413,13413,0,3,0,00004a4a,3
13414,13414,0,3,2,0000bc4a,3
13415,13415,0,3,3,0000f7f7,3
13416,13416,0,3,0,000002ff,3
13417,13417,0,3,0,00004a00,3
13418,13418,0,3,0,00004a4a,3
13419,13419,0,3,0,00004a4a,3
13420,13420,0,3,0,00004a4a,3
13421,13421,0,3,0,00004a4a,3
13422,13422,0,3,2,0000bc4a,3
13423,13423,0,3,3,0000f7f7,3
13424,13424,0,3,0,000002ff,3
13425,13425,0,3,0,00004a00,3
13426,13426,0,3,0,00004a4a,3
13427,13427,0,3,0,00004a4a,3
13428,13428,0,3,0,00004a4a,3
13429,13429,0,3,0,00004a4a,3
13430,13430,0,3,2,0000bc4a,3
13431,13431,0,3,3,0000f7f7,3
13432,13432,0,3,0,000002ff,3
13433,13433,0,3,0,00004a00,3
13434,13434,0,3,0,00004a4a,3
13435,13435,0,3,0,00004a4a,3
13436,13436,0,3,0,00004a4a,3
13437,13437,0,3,0,00004a4a,3
13438,13438,0,3,2,0000bc4a,3
13439,13439,0,3,3,0000f7f7,3
13440,13440,0,3,0,000002ff,3
13441,13441,0,3,0,00004a00,3
13442,13442,0,3,0,00004a4a,3
13443,13443,0,3,0,00004a4a,3
13444,13444,0,3,0,00004a4a,3
13445,13445,0,3,0,00004a4a,3
13446,13446,0,3,2,0000bc4a,3
13447,13447,0,3,3,0000f7f7,3
13448,13448,0,3,0,000002ff,3
13449,13449,0,3,0,00004a00,3
13450,13450,0,3,0,00004a4a,3
13451,13451,0,3,0,00004a4a,3
13452,13452,0,3,0,00004a4a,3
13453,13453,0,3,0,00004a4a,3
13454,13454,0,3,2,0000bc4a,3
13455,13455,0,3,3,0000f7f7,3
13456,13456,0,3,0,000002ff,3
13457,13457,0,3,0,00004a00,3
13458,13458,0,3,0,00004a4a,3
13459,13459,0,3,0,00004a4a,3
13460,13460,0,3,0,00004a4a,3
13461,13461,0,3,0,00004a4a,3
13462,13462,0,3,2,0000bc4a,3
13463,13463,0,3,3,0000f7f7,3
13464,13464,0,3,0,000002ff,3
13465,13465,0,3,0,00004a00,3
13466,13466,0,3,0,00004a4a,3
13467,13467,0,3,0,00004a4a,3
13468,13468,0,3,0,00004a4a,3
13469,13469,0,3,0,00004a4a,3
13470,13470,0,3,2,0000bc4a,3
13471,13471,0,3,3,0000f7f7,3
13472,13472,0,3,0,000002ff,3
13473,13473,0,3,0,00004a00,3
13474,13474,0,3,0,00004a4a,3
13475,13475,0,3,0,00004a4a,3
13476,13476,0,3,0,00004a4a,3
13477,13477,0,3,0,00004a4a,3
13478,13478,0,3,2,0000bc4a,3
13479,13479,0,3,3,0000f7f7,3
13480,13480,0,3,0,000002ff,3
13481,13481,0,3,0,00004a00,3
13482,13482,0,3,0,00004a4a,3
13483,13483,0,3,0,00004a4a,3
13484,13484,0,3,0,00004a4a,3
13485,13485,0,3,0,00004a4a,3
13486,13486,0,3,2,0000bc4a,3
13487,13487,0,3,3,0000f7f7,3
13488,13488,0,3,0,000002ff,3
13489,13489,0,3,0,00004a00,3
13490,13490,0,3,0,00004a4a,3
13491,13491,0,3,0,00004a4a,3
13492,13492,0,3,0,00004a4a,3
13493,13493,0,3,0,00004a4a,3
13494,13494,0,3,2,0000bc4a,3
13495,13495,0,3,3,0000f7f7,3
13496,13496,0,3,0,000002ff,3
13497,13497,0,3,0,00004a00,3
13498,13498,0,3,0,00004a4a,3
13499,13499,0,3,0,00004a4a,3
13500,13500,0,3,0,00004a4a,3
13501,13501,0,3,0,00004a4a,3
13502,13502,0,3,2,0000bc4a,3
13503,13503,0,3,3,0000f7f7,3
13504,13504,0,3,0,000002ff,3
13505,13505,0,3,0,00004a00,3
13506,13506,0,3,0,00004a4a,3
13507,13507,0,3,0,00004a4a,3
13508,13508,0,3,0,00004a4a,3
13509,13509,0,3,0,00004a4a,3
13510,13510,0,3,2,0000bc4a,3
13511,13511,0,3,3,0000f7f7,3
13512,13512,0,3,0,000002ff,3
13513,13513,0,3,0,00004a00,3
13514,13514,0,3,0,00004a4a,3
13515,13515,0,3,0,00004a4a,3
13516,13516,0,3,0,00004a4a,3
13517,13517,0,3,0,00004a4a,3
13518,13518,0,3,2,0000bc4a,3
13519,13519,0,3,3,0000f7f7,3
13520,13520,0,3,0,000002ff,3
13521,13521,0,3,0,00004a00,3
13522,13522,0,3,0,00004a4a,3
13523,13523,0,3,0,00004a4a,3
13524,13524,0,3,0,00004a4a,3
13525,13525,0,3,0,00004a4a,3
13526,13526,0,3,2,0000bc4a,3
13527,13527,0,3,3,0000f7f7,3
13528,13528,0,3,0,000002ff,3
13529,13529,0,3,0,00004a00,3
13530,13530,0,3,0,00004a4a,3
13531,13531,0,3,0,00004a4a,3
13532,13532,0,3,0,00004a4a,3
13533,13533,0,3,0,00004a4a,3
13534,13534,0,3,2,0000bc4a,3
13535,13535,0,3,3,0000f7f7,3
13536,13536,0,3,0,000002ff,3
13537,13537,0,3,0,00004a00,3
13538,13538,0,3,0,00004a4a,3
13539,13539,0,3,0,00004a4a,3
13540,13540,0,3,0,00004a4a,3
13541,13541,0,3,0,00004a4a,3
13542,13542,0,3,2,0000bc4a,3
13543,13543,0,3,3,0000f7f7,3
13544,13544,0,3,0,000002ff,3
13545,13545,0,3,0,00004a00,3
13546,13546,0,3,0,00004a4a,3
13547,13547,0,3,0,00004a4a,3
13548,13548,0,3,0,00004a4a,3
13549,13549,0,3,0,00004a4a,3
13550,13550,0,3,2,0000bc4a,3
13551,13551,0,3,3,0000f7f7,3
13552,13552,0,3,0,000002ff,3
13553,13553,0,3,0,00004a00,3
13554,13554,0,3,0,00004a4a,3
13555,13555,0,3,0,00004a4a,3
13556,13556,0,3,0,00004a4a,3
13557,13557,0,3,0,00004a4a,3
13558,13558,0,3,2,0000bc4a,3
13559,13559,0,3,3,0000f7f7,3
13560,13560,0,3,0,000002ff,3
13561,13561,0,3,0,00004a00,3
13562,13562,0,3,0,00004a4a,3
13563,13563,0,3,0,00004a4a,3
13564,13564,0,3,0,00004a4a,3
13565,13565,0,3,0,00004a4a,3
13566,13566,0,3,2,0000bc4a,3
13567,13567,0,3,3,0000f7f7,3
13568,13568,0,3,0,000002ff,3
13569,13569,0,3,0,00004a00,3
13570,13570,0,3,0,00004a4a,3
13571,13571,0,3,0,00004a4a,3
13572,13572,0,3,0,00004a4a,3
13573,13573,0,3,0,00004a4a,3
13574,13574,0,3,2,0000bc4a,3
13575,13575,0,3,3,0000f7f7,3
13576,13576,0,3,0,000002ff,3
13577,13577,0,3,0,00004a00,3
13578,13578,0,3,0,00004a4a,3
13579,13579,0,3,0,00004a4a,3
13580,13580,0,3,0,00004a4a,3
13581,13581,0,3,0,00004a4a,3
13582,13582,0,3,2,0000bc4a,3
13583,13583,0,3,3,0000f7f7,3
13584,13584,0,3,0,000002ff,3
13585,13585,0,3,0,00004a00,3
13586,13586,0,3,0,00004a4a,3
13587,13587,0,3,0,00004a4a,3
13588,13588,0,3,0,00004a4a,3
13589,13589,0,3,0,00004a4a,3
13590,13590,0,3,2,0000bc4a,3
13591,13591,0,3,3,0000f7f7,3
13592,13592,0,3,0,000002ff,3
13593,13593,0,3,0,00004a00,3
13594,13594,0,3,0,00004a4a,3
13595,13595,0,3,0,00004a4a,3
13596,13596,0,3,0,00004a4a,3
13597,13597,0,3,0,00004a4a,3
13598,13598,0,3,2,0000bc4a,3
13599,13599,0,3,3,0000f7f7,3
13600,13600,0,3,0,000002ff,3
13601,13601,0,3,0,00004a00,3
13602,13602,0,3,0,00004a4a,3
13603,13603,0,3,0,00004a4a,3
13604,13604,0,3,0,00004a4a,3
13605,13605,0,3,0,00004a4a,3
13606,13606,0,3,2,0000bc4a,3
13607,13607,0,3,3,0000f7f7,3
13608,13608,0,3,0,000002ff,3
13609,13609,0,3,0,00004a00,3
13610,13610,0,3,0,00004a4a,3
13611,13611,0,3,0,00004a4a,3
13612,13612,0,3,0,00004a4a,3
13613,13613,0,3,0,00004a4a,3
13614,13614,0,3,2,0000bc4a,3
13615,13615,0,3,3,0000f7f7,3
13616,13616,0,3,0,000002ff,3
13617,13617,0,3,0,00004a00,3
13618,13618,0,3,0,00004a4a,3
13619,13619,0,3,0,00004a4a,3
13620,13620,0,3,0,00004a4a,3
13621,13621,0,3,0,00004a4a,3
13622,13622,0,3,2,0000bc4a,3
13623,13623,0,3,3,0000f7f7,3
13624,13624,0,3,0,000002ff,3
13625,13625,0,3,0,00004a00,3
13626,13626,0,3,0,00004a4a,3
13627,13627,0,3,0,00004a4a,3
13628,13628,0,3,0,00004a4a,3
13629,13629,0,3,0,00004a4a,3
13630,13630,0,3,2,0000bc4a,3
13631,13631,0,3,3,0000f7f7,3
13632,13632,0,3,0,000002ff,3
13633,13633,0,3,0,00004a00,3
13634,13634,0,3,0,00004a4a,3
13635,13635,0,3,0,00004a4a,3
13636,13636,0,3,0,00004a4a,3
13637,13637,0,3,0,00004a4a,3
13638,13638,0,3,2,0000bc4a,3
13639,13639,0,3,3,0000f7f7,3
13640,13640,0,3,0,000002ff,3
13641,13641,0,3,0,00004a00,3
13642,13642,0,3,0,00004a4a,3
13643,13643,0,3,0,00004a4a,3
13644,13644,0,3,0,00004a4a,3
13645,13645,0,3,0,00004a4a,3
13646,13646,0,3,2,0000bc4a,3
13647,13647,0,3,3,0000f7f7,3
13648,13648,0,3,0,000002ff,3
13649,13649,0,3,0,00004a00,3
13650,13650,0,3,0,00004a4a,3
13651,13651,0,3,0,00004a4a,3
13652,13652,0,3,0,00004a4a,3
13653,13653,0,3,0,00004a4a,3
13654,13654,0,3,2,0000bc4a,3
13655,13655,0,3,3,0000f7f7,3
13656,13656,0,3,0,000002ff,3
13657,13657,0,3,0,00004a00,3
13658,13658,0,3,0,00004a4a,3
13659,13659,0,3,0,00004a4a,3
13660,13660,0,3,0,00004a4a,3
13661,13661,0,3,0,00004a4a,3
13662,13662,0,3,2,0000bc4a,3
13663,13663,0,3,3,0000f7f7,3
13664,13664,0,3,0,000002ff,3
13665,13665,0,3,0,00004a00,3
13666,13666,0,3,0,00004a4a,3
13667,13667,0,3,0,00004a4a,3
13668,13668,0,3,0,00004a4a,3
13669,13669,0,3,0,00004a4a,3
13670,13670,0,3,2,0000bc4a,3
13671,13671,0,3,3,0000f7f7,3
13672,13672,0,3,0,000002ff,3
13673,13673,0,3,0,00004a00,3
13674,13674,0,3,0,00004a4a,3
13675,13675,0,3,0,00004a4a,3
13676,13676,0,3,0,00004a4a,3
13677,13677,0,3,0,00004a4a,3
13678,13678,0,3,2,0000bc4a,3
13679,13679,0,3,3,0000f7f7,3
13680,13680,0,3,0,000002ff,3
13681,13681,0,3,0,00004a00,3
13682,13682,0,3,0,00004a4a,3
13683,13683,0,3,0,00004a4a,3
13684,13684,0,3,0,00004a4a,3
13685,13685,0,3,0,00004a4a,3
13686,13686,0,3,2,0000bc4a,3
13687,13687,0,3,3,0000f7f7,3
13688,13688,0,3,0,000002ff,3
13689,13689,0,3,0,00004a00,3
13690,13690,0,3,0,00004a4a,3
13691,13691,0,3,0,00004a4a,3
13692,13692,0,3,0,00004a4a,3
13693,13693,0,3,0,00004a4a,3
13694,13694,0,3,2,0000bc4a,3
13695,13695,0,3,3,0000f7f7,3
13696,13696,0,3,0,000002ff,3
13697,13697,0,3,0,00004a00,3
13698,13698,0,3,0,00004a4a,3
13699,13699,0,3,0,00004a4a,3
13700,13700,0,3,0,00004a4a,3
13701,13701,0,3,0,00004a4a,3
13702,13702,0,3,2,0000bc4a,3
13703,13703,0,3,3,0000f7f7,3
13704,13704,0,3,0,000002ff,3
13705,13705,0,3,0,00004a00,3
13706,13706,0,3,0,00004a4a,3
13707,13707,0,3,0,00004a4a,3
13708,13708,0,3,0,00004a4a,3
13709,13709,0,3,0,00004a4a,3
13710,13710,0,3,2,0000bc4a,3
13711,13711,0,3,3,0000f7f7,3
13712,13712,0,3,0,000002ff,3
13713,13713,0,3,0,00004a00,3
13714,13714,0,3,0,00004a4a,3
13715,13715,0,3,0,00004a4a,3
13716,13716,0,3,0,00004a4a,3
13717,13717,0,3,0,00004a4a,3
13718,13718,0,3,2,0000bc4a,3
13719,13719,0,3,3,0000f7f7,3
13720,13720,0,3,0,000002ff,3
13721,13721,0,3,0,00004a00,3
13722,13722,0,3,0,00004a4a,3
13723,13723,0,3,0,00004a4a,3
13724,13724,0,3,0,00004a4a,3
13725,13725,0,3,0,00004a4a,3
13726,13726,0,3,2,0000bc4a,3
13727,13727,0,3,3,0000f7f7,3
13728,13728,0,3,0,000002ff,3
13729,13729,0,3,0,00004a00,3
13730,13730,0,3,0,00004a4a,3
13731,13731,0,3,0,00004a4a,3
13732,13732,0,3,0,00004a4a,3
13733,13733,0,3,0,00004a4a,3
13734,13734,0,3,2,0000bc4a,3
13735,13735,0,3,3,0000f7f7,3
13736,13736,0,3,0,000002ff,3
13737,13737,0,3,0,00004a00,3
13738,13738,0,3,0,00004a4a,3
13739,13739,0,3,0,00004a4a,3
13740,13740,0,3,0,00004a4a,3
13741,13741,0,3,0,00004a4a,3
13742,13742,0,3,2,0000bc4a,3
13743,13743,0,3,3,0000f7f7,3
13744,13744,0,3,0,000002ff,3
13745,13745,0,3,0,00004a00,3
13746,13746,0,3,0,00004a4a,3
13747,13747,0,3,0,00004a4a,3
13748,13748,0,3,0,00004a4a,3
13749,13749,0,3,0,00004a4a,3
13750,13750,0,3,2,0000bc4a,3
13751,13751,0,3,3,0000f7f7,3
13752,13752,0,3,0,000002ff,3
13753,13753,0,3,0,00004a00,3
13754,13754,0,3,0,00004a4a,3
13755,13755,0,3,0,00004a4a,3
13756,13756,0,3,0,00004a4a,3
13757,13757,0,3,0,00004a4a,3
13758,13758,0,3,2,0000bc4a,3
13759,13759,0,3,3,0000f7f7,3
13760,13760,0,3,0,000002ff,3
13761,13761,0,3,0,00004a00,3
13762,13762,0,3,0,00004a4a,3
13763,13763,0,3,0,00004a4a,3
13764,13764,0,3,0,00004a4a,3
13765,13765,0,3,0,00004a4a,3
13766,13766,0,3,2,0000bc4a,3
13767,13767,0,3,3,0000f7f7,3
13768,13768,0,3,0,000002ff,3
13769,13769,0,3,0,00004a00,3
13770,13770,0,3,0,00004a4a,3
13771,13771,0,3,0,00004a4a,3
13772,13772,0,3,0,00004a4a,3
13773,13773,0,3,0,00004a4a,3
13774,13774,0,3,2,0000bc4a,3
13775,13775,0,3,3,0000f7f7,3
13776,13776,0,3,0,000002ff,3
13777,13777,0,3,0,00004a00,3
13778,13778,0,3,0,00004a4a,3
13779,13779,0,3,0,00004a4a,3
13780,13780,0,3,0,00004a4a,3
13781,13781,0,3,0,00004a4a,3
13782,13782,0,3,2,0000bc4a,3
13783,13783,0,3,3,0000f7f7,3
13784,13784,0,3,0,000002ff,3
13785,13785,0,3,0,00004a00,3
13786,13786,0,3,0,00004a4a,3
13787,13787,0,3,0,00004a4a,3
13788,13788,0,3,0,00004a4a,3
13789,13789,0,3,0,00004a4a,3
13790,13790,0,3,2,0000bc4a,3
13791,13791,0,3,3,0000f7f7,3
13792,13792,0,3,0,000002ff,3
13793,13793,0,3,0,00004a00,3
13794,13794,0,3,0,00004a4a,3
13795,13795,0,3,0,00004a4a,3
13796,13796,0,3,0,00004a4a,3
13797,13797,0,3,0,00004a4a,3
13798,13798,0,3,2,0000bc4a,3
13799,13799,0,3,3,0000f7f7,3
13800,13800,0,3,0,000002ff,3
13801,13801,0,3,0,00004a00,3
13802,13802,0,3,0,00004a4a,3
13803,13803,0,3,0,00004a4a,3
13804,13804,0,3,0,00004a4a,3
13805,13805,0,3,0,00004a4a,3
13806,13806,0,3,2,0000bc4a,3
13807,13807,0,3,3,0000f7f7,3
13808,13808,0,3,0,000002ff,3
13809,13809,0,3,0,00004a00,3
13810,13810,0,3,0,00004a4a,3
13811,13811,0,3,0,00004a4a,3
13812,13812,0,3,0,00004a4a,3
13813,13813,0,3,0,00004a4a,3
13814,13814,0,3,2,0000bc4a,3
13815,13815,0,3,3,0000f7f7,3
13816,13816,0,3,0,000002ff,3
13817,13817,0,3,0,00004a00,3
13818,13818,0,3,0,00004a4a,3
13819,13819,0,3,0,00004a4a,3
13820,13820,0,3,0,00004a4a,3
13821,13821,0,3,0,00004a4a,3
13822,13822,0,3,2,0000bc4a,3
13823,13823,0,3,3,0000f7f7,3
13824,13824,0,3,0,000002ff,3
13825,13825,0,3,0,00004a00,3
13826,13826,0,3,0,00004a4a,3
13827,13827,0,3,0,00004a4a,3
13828,13828,0,3,0,00004a4a,3
13829,13829,0,3,0,00004a4a,3
13830,13830,0,3,2,0000bc4a,3
13831,13831,0,3,3,0000f7f7,3
13832,13832,0,3,0,000002ff,3
13833,13833,0,3,0,00004a00,3
13834,13834,0,3,0,00004a4a,3
13835,13835,0,3,0,00004a4a,3
13836,13836,0,3,0,00004a4a,3
13837,13837,0,3,0,00004a4a,3
13838,13838,0,3,2,0000bc4a,3
13839,13839,0,3,3,0000f7f7,3
13840,13840,0,3,0,000002ff,3
13841,13841,0,3,0,00004a00,3
13842,13842,0,3,0,00004a4a,3
13843,13843,0,3,0,00004a4a,3
13844,13844,0,3,0,00004a4a,3
13845,13845,0,3,0,00004a4a,3
